638437190	20160319	201603	2016	2016.2164	USA	UNITED STATES	USA								CHN	CHINA	CHN								0	020	020	02	1	3.0	16	1	16	-2.02271167951708	2	Florida, United States	US	USFL	27.8333	-81.717	FL	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://www.hongkongherald.com/index.php/sid/252469947
638437191	20160319	201603	2016	2016.2164	USA	UNITED STATES	USA								CHN	CHINA	CHN								0	020	020	02	1	3.0	4	1	4	-1.59378460754432	2	Florida, United States	US	USFL	27.8333	-81.717	FL	2	Florida, United States	US	USFL	27.8333	-81.717	FL	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://www.hongkongherald.com/index.php/sid/252469947
638437200	20170217	201702	2017	2017.1288	MEX	MEXICAN	MEX																		0	173	173	17	4	-5.0	2	2	2	-6.97156737266559	2	California, United States	US	USCA	36.17	-119.746	CA	0							1	Mexico	MX	MX	23	-102	MX	20170319	http://www.heraldtribune.com/news/20170319/ice-arrests-at-courts-spark-backlash-from-lawyers-judges
638437253	20170319	201703	2017	2017.2164											CVL	IMMIGRANT						CVL			1	0841	084	08	2	7.0	8	2	8	-2.32558139534884	0							1	Mexico	MX	MX	23	-102	MX	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	20170319	http://www.latimes.com/local/lanow/la-me-immigration-judges-20170319-story.html
638437288	20170319	201703	2017	2017.2164											MED	MAGAZINE						MED			1	040	040	04	1	1.0	8	1	8	1.30718954248366	0							4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	1	United States	US	US	38	-97	US	20170319	http://www.dailymail.co.uk/tvshowbiz/article-4329040/Thandie-Newton-claims-no-roles-people-colour-TV.html
638437331	20170319	201703	2017	2017.2164											USA	NEW YORK	USA								1	043	043	04	1	2.8	48	24	48	-2.82788766750761	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	Mexico	MX	MX	23	-102	MX	20170319	http://www.mysanantonio.com/news/article/Fighting-the-opioid-crisis-1-truck-stop-at-a-time-11012742.php
638437365	20170319	201703	2017	2017.2164	AGR	FARMER						AGR													0	061	061	06	2	6.4	6	1	6	-0.56925996204934	2	California, United States	US	USCA	36.17	-119.746	CA	0							1	Canada	CA	CA	60	-95	CA	20170319	http://www.stcatharinesstandard.ca/2017/03/18/nafta-showdown-pits-cars-against-cows
638437468	20170319	201703	2017	2017.2164	BUS	INDUSTRY						BUS			MNCUSAMED	GOOGLE	USA					MNC	MED		0	010	010	01	1	0.0	3	1	3	-4.38923395445135	1	United Kingdom	UK	UK	54	-2	UK	1	United States	US	US	38	-97	US	1	United Kingdom	UK	UK	54	-2	UK	20170319	https://www.sott.net/article/345694-CIA-hacking-tools-and-the-birth-of-an-unaccountable-intelligence-agency-dictatorship
638437503	20170319	201703	2017	2017.2164	CANGOV	CANADA	CAN					GOV			CANGOV	CANADA	CAN					GOV			1	026	026	02	1	4.0	2	1	2	-0.56925996204934	1	Canada	CA	CA	60	-95	CA	2	Wisconsin, United States	US	USWI	44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI	44.2563	-89.6385	WI	20170319	http://www.stcatharinesstandard.ca/2017/03/18/nafta-showdown-pits-cars-against-cows
638437512	20170319	201703	2017	2017.2164	CHN	CHINA	CHN								GOV	PRESIDENT						GOV			0	0353	035	03	1	7.0	4	1	4	-0.98425196850394	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://www.thefinancialexpress-bd.com/2017/03/19/64772/While-US-ditches-TPP,-RECP-initiative-still-to-gather-steam
638437513	20170319	201703	2017	2017.2164	CHN	CHINA	CHN								GOV	PRESIDENT						GOV			0	0353	035	03	1	7.0	2	1	2	-0.98425196850394	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://www.thefinancialexpress-bd.com/2017/03/19/64772/While-US-ditches-TPP,-RECP-initiative-still-to-gather-steam
638437517	20170319	201703	2017	2017.2164	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	020	020	02	1	3.0	4	1	4	-1.59378460754432	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	Florida, United States	US	USFL	27.8333	-81.717	FL	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://www.hongkongherald.com/index.php/sid/252469947
638437518	20170319	201703	2017	2017.2164	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	020	020	02	1	3.0	6	1	6	-0.42158516020236	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://www.newyorkstatesman.com/index.php/sid/252469809
638437519	20170319	201703	2017	2017.2164	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	020	020	02	1	3.0	2	1	2	-1.8465089440277	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://www.hongkongherald.com/index.php/sid/252469937
638437522	20170319	201703	2017	2017.2164	CHN	CHINA	CHN								USA	UNITED STATES	USA								1	043	043	04	1	2.8	16	5	15	-1.96808150779343	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	Florida, United States	US	USFL	27.8333	-81.717	FL	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://www.hongkongherald.com/index.php/sid/252469913
638437523	20170319	201703	2017	2017.2164	CHN	CHINESE	CHN								USA	UNITED STATES	USA								0	046	046	04	1	7.0	2	1	2	-1.3911620294599	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	Florida, United States	US	USFL	27.8333	-81.717	FL	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://www.hongkongherald.com/index.php/sid/252469913
638437525	20170319	201703	2017	2017.2164	CHN	CHINA	CHN								USAGOV	UNITED STATES	USA					GOV			0	0353	035	03	1	7.0	2	1	2	-0.98425196850394	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://www.thefinancialexpress-bd.com/2017/03/19/64772/While-US-ditches-TPP,-RECP-initiative-still-to-gather-steam
638437527	20170319	201703	2017	2017.2164	CHNGOV	CHINA	CHN					GOV			CHN	CHINA	CHN								0	020	020	02	1	3.0	2	1	2	-3.05676855895197	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170319	http://www.hongkongherald.com/index.php/sid/252469854
638437530	20170319	201703	2017	2017.2164	CHNGOV	CHINA	CHN					GOV			USA	UNITED STATES	USA								0	020	020	02	1	3.0	2	1	2	-1.3911620294599	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	Florida, United States	US	USFL	27.8333	-81.717	FL	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://www.hongkongherald.com/index.php/sid/252469913
638437531	20170319	201703	2017	2017.2164	CHNGOV	CHINA	CHN					GOV			USA	UNITED STATES	USA								0	040	040	04	1	1.0	2	1	2	-1.3911620294599	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	Florida, United States	US	USFL	27.8333	-81.717	FL	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://www.hongkongherald.com/index.php/sid/252469913
638437570	20170319	201703	2017	2017.2164	COP	POLICE						COP			USACRM	NEW YORK	USA					CRM			1	042	042	04	1	1.9	20	2	20	-4.72027972027971	1	Mexico	MX	MX	23	-102	MX	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170319	http://www.sfgate.com/news/article/Fighting-the-opioid-crisis-1-truck-stop-at-a-time-11012742.php
638437589	20170319	201703	2017	2017.2164	CRM	ILLEGAL IMMIGRANT						CRM			USA	AMERICAN	USA								1	051	051	05	1	3.4	8	1	8	-3.81679389312977	1	Mexico	MX	MX	23	-102	MX	3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	20170319	http://rightwingnews.com/illegal-immigration-2/city-cancels-huge-celebration-afraid-may-crash-party/
638437761	20170319	201703	2017	2017.2164	GBR	BRITAIN	GBR								ISR	ISRAEL	ISR								0	020	020	02	1	3.0	6	1	6	-2.72596843615495	1	United Kingdom	UK	UK	54	-2	UK	1	Israel	IS	IS	31.5	34.75	IS	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	https://www.thetrumpet.com/15565-president-trump-s-war-against-the-media-doesn-t-compare-to-obama-s
638437762	20170319	201703	2017	2017.2164	GBR	UNITED KINGDOM	GBR								MED	MEDIA						MED			0	010	010	01	1	0.0	24	12	24	-1.89546343229458	1	United Kingdom	UK	UK	54	-2	UK	3	Trump Tower, New York, United States	US	USNY	40.7625	-73.9744	2083283	1	United Kingdom	UK	UK	54	-2	UK	20170319	http://www.stltoday.com/news/national/govt-and-politics/no-new-evidence-to-support-trump-s-wiretap-claims-house/article_ec9d9a3b-e493-5949-91ec-e67659f351d8.html
638437763	20170319	201703	2017	2017.2164	GBR	UNITED KINGDOM	GBR								MED	MEDIA						MED			0	010	010	01	1	0.0	2	1	2	-1.54373927958834	1	United Kingdom	UK	UK	54	-2	UK	3	Capitol Hill, District of Columbia, United States	US	USDC	38.889	-77.0003	529313	1	United Kingdom	UK	UK	54	-2	UK	20170319	http://www.thegazette.com/subject/news/nation-and-world/no-new-evidence-to-support-trumps-wiretap-claims-house-intelligence-chairman-says-20170319
638437792	20170319	201703	2017	2017.2164	GOV	PRESIDENT						GOV			CAN	CANADA	CAN								1	026	026	02	1	4.0	4	1	4	-0.56925996204934	2	California, United States	US	USCA	36.17	-119.746	CA	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	20170319	http://www.stcatharinesstandard.ca/2017/03/18/nafta-showdown-pits-cars-against-cows
638437793	20170319	201703	2017	2017.2164	GOV	PRESIDENT						GOV			CAN	CANADA	CAN								1	026	026	02	1	4.0	4	1	4	-0.56925996204934	2	California, United States	US	USCA	36.17	-119.746	CA	1	Canada	CA	CA	60	-95	CA	2	California, United States	US	USCA	36.17	-119.746	CA	20170319	http://www.stcatharinesstandard.ca/2017/03/18/nafta-showdown-pits-cars-against-cows
638437835	20170319	201703	2017	2017.2164	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								0	040	040	04	1	1.0	2	1	2	-1.3911620294599	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	Florida, United States	US	USFL	27.8333	-81.717	FL	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://www.hongkongherald.com/index.php/sid/252469913
638438015	20170319	201703	2017	2017.2164	JUD	JUDGE						JUD													1	071	071	07	2	7.4	6	2	6	-2.32558139534884	1	Mexico	MX	MX	23	-102	MX	0							3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	20170319	http://www.latimes.com/local/lanow/la-me-immigration-judges-20170319-story.html
638438039	20170319	201703	2017	2017.2164	JUD	LAWYER						JUD			PHL	PHILIPPINE	PHL								0	138	138	13	3	-7.0	2	1	2	-8.99843505477304	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	1	United States	US	US	38	-97	US	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://www.hongkongherald.com/index.php/sid/252469888
638438107	20170319	201703	2017	2017.2164	MED	MEDIA						MED			CHN	CHINA	CHN								0	010	010	01	1	0.0	1	1	1	-1.12359550561797	1	China	CH	CH	35	105	CH	1	Russia	RS	RS	60	100	RS	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	20170319	https://www.sott.net/article/345653-Battle-lasers-US-Russia-and-China-develop-brighter-beams-for-blasting-enemies
638438121	20170319	201703	2017	2017.2164	MEX	MEXICO	MEX																		1	051	051	05	1	3.4	12	1	12	1.15740740740741	1	Mexico	MX	MX	23	-102	MX	0							2	California, United States	US	USCA	36.17	-119.746	CA	20170319	http://www.freerepublic.com/focus/f-news/3536154/posts
638438128	20170319	201703	2017	2017.2164	MEX	MEXICO	MEX								MIL	MILITARY						MIL			0	051	051	05	1	3.4	10	1	10	-1.56152404747033	4	Puebla, Puebla, Mexico	MX	MX21	19.05	-98.2	-1690063	1	France	FR	FR	46	2	FR	2	Tennessee, United States	US	USTN	35.7449	-86.7489	TN	20170319	http://freerepublic.com/focus/f-news/3536141/posts
638438130	20170319	201703	2017	2017.2164	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	051	051	05	1	3.4	8	1	8	-1.56152404747033	4	Puebla, Puebla, Mexico	MX	MX21	19.05	-98.2	-1690063	2	Tennessee, United States	US	USTN	35.7449	-86.7489	TN	4	Puebla, Puebla, Mexico	MX	MX21	19.05	-98.2	-1690063	20170319	http://freerepublic.com/focus/f-news/3536141/posts
638438131	20170319	201703	2017	2017.2164	MEX	MEXICO	MEX								USA	UNITED STATES	USA								1	051	051	05	1	3.4	8	1	8	1.15740740740741	1	Mexico	MX	MX	23	-102	MX	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	20170319	http://www.freerepublic.com/focus/f-news/3536154/posts
638438133	20170319	201703	2017	2017.2164	MEX	MEXICO	MEX								USA	CALIFORNIA	USA								0	061	061	06	2	6.4	10	1	10	1.15740740740741	1	Mexico	MX	MX	23	-102	MX	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	20170319	http://www.freerepublic.com/focus/f-news/3536154/posts
638438135	20170319	201703	2017	2017.2164	MEX	MEXICAN	MEX								USACVL	AMERICAN	USA					CVL			1	112	112	11	3	-2.0	2	1	2	-8.4507042253521	4	Puebla, Puebla, Mexico	MX	MX21	19.05	-98.2	-1690063	2	West Virginia, United States	US	USWV	38.468	-80.9696	WV	4	Puebla, Puebla, Mexico	MX	MX21	19.05	-98.2	-1690063	20170319	https://www.sott.net/article/345666-Philadelphia-Cinco-de-Mayo-celebration-cancelled-over-fears-of-immigration-arrests
638438165	20170319	201703	2017	2017.2164	MIL	ARMY						MIL			USAGOV	THE WHITE HOUSE	USA					GOV			0	010	010	01	1	0.0	3	1	3	-3.48583877995642	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	20170319	http://www.newyorkstatesman.com/index.php/sid/252469854
638438197	20170319	201703	2017	2017.2164	MYS	MALAYSIA	MYS								MYSGOV	MALAYSIA	MYS					GOV			0	186	186	18	4	-10.0	2	1	2	-4.74040632054176	1	United States	US	US	38	-97	US	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://www.hongkongherald.com/index.php/sid/252469847
638438316	20170319	201703	2017	2017.2164	PRK	NORTH KOREA	PRK								CHN	CHINA	CHN								0	042	042	04	1	1.9	2	1	2	-2.45163875148983	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://www.hongkongherald.com/index.php/sid/252469854
638438323	20170319	201703	2017	2017.2164	PRK	NORTH KOREA	PRK								MIL	MILITARY						MIL			0	130	130	13	3	-4.4	2	1	2	-1.79640718562874	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	Florida, United States	US	USFL	27.8333	-81.717	FL	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170319	http://www.hongkongherald.com/index.php/sid/252469947
638438326	20170319	201703	2017	2017.2164	PRK	NORTH KOREA	PRK								MIL	MILITARY						MIL			0	130	130	13	3	-4.4	2	1	2	-8.99843505477304	1	United States	US	US	38	-97	US	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://www.hongkongherald.com/index.php/sid/252469888
638438328	20170319	201703	2017	2017.2164	PRK	NORTH KOREA	PRK								USA	UNITED STATES	USA								1	040	040	04	1	1.0	2	1	2	-0.42158516020236	1	Canada	CA	CA	60	-95	CA	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Japan	JA	JA	36	138	JA	20170319	http://www.newyorkstatesman.com/index.php/sid/252469809
638438430	20170319	201703	2017	2017.2164	SPY	INTELLIGENCE						SPY			USAGOV	OBAMA	USA					GOV			0	055	055	05	1	7.0	64	15	64	-1.73004902917352	1	United Kingdom	UK	UK	54	-2	UK	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170319	http://www.thegazette.com/subject/news/nation-and-world/no-new-evidence-to-support-trumps-wiretap-claims-house-intelligence-chairman-says-20170319
638438436	20170319	201703	2017	2017.2164	SPY	INTELLIGENCE						SPY			USAGOV	OBAMA	USA					GOV			0	112	112	11	3	-2.0	64	15	64	-1.73004902917352	1	United Kingdom	UK	UK	54	-2	UK	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170319	http://www.thegazette.com/subject/news/nation-and-world/no-new-evidence-to-support-trumps-wiretap-claims-house-intelligence-chairman-says-20170319
638438597	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								CHN	CHINA	CHN								0	022	022	02	1	3.2	6	1	6	-2.09814651081319	2	Florida, United States	US	USFL	27.8333	-81.717	FL	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://www.hongkongherald.com/index.php/sid/252469854
638438600	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								CHN	CHINA	CHN								1	042	042	04	1	1.9	10	2	9	-2.00888790648791	2	Florida, United States	US	USFL	27.8333	-81.717	FL	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://www.hongkongherald.com/index.php/sid/252469913
638438602	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								CHN	CHINESE	CHN								0	046	046	04	1	7.0	2	1	2	-1.3911620294599	2	Florida, United States	US	USFL	27.8333	-81.717	FL	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://www.hongkongherald.com/index.php/sid/252469913
638438604	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								CHNGOV	CHINA	CHN					GOV			0	013	013	01	1	0.4	2	1	2	-1.3911620294599	2	Florida, United States	US	USFL	27.8333	-81.717	FL	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170319	http://www.hongkongherald.com/index.php/sid/252469913
638438605	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								CHNGOV	CHINA	CHN					GOV			0	040	040	04	1	1.0	2	1	2	-1.3911620294599	2	Florida, United States	US	USFL	27.8333	-81.717	FL	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://www.hongkongherald.com/index.php/sid/252469913
638438631	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								ELI	ACTOR						ELI			0	111	111	11	3	-2.0	2	1	2	1.30718954248366	1	United States	US	US	38	-97	US	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	1	United States	US	US	38	-97	US	20170319	http://www.dailymail.co.uk/tvshowbiz/article-4329040/Thandie-Newton-claims-no-roles-people-colour-TV.html
638438634	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								GOV	PRESIDENT						GOV			0	013	013	01	1	0.4	2	1	2	-1.3911620294599	2	Florida, United States	US	USFL	27.8333	-81.717	FL	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://www.hongkongherald.com/index.php/sid/252469913
638438639	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								GOV	PRESIDENT						GOV			0	040	040	04	1	1.0	2	1	2	-1.3911620294599	2	Florida, United States	US	USFL	27.8333	-81.717	FL	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://www.hongkongherald.com/index.php/sid/252469913
638438659	20170319	201703	2017	2017.2164	USA	CALIFORNIA	USA								MEX	MEXICO	MEX								0	061	061	06	2	6.4	10	1	10	1.15740740740741	2	California, United States	US	USCA	36.17	-119.746	CA	1	Mexico	MX	MX	23	-102	MX	2	California, United States	US	USCA	36.17	-119.746	CA	20170319	http://www.freerepublic.com/focus/f-news/3536154/posts
638438660	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								MEX	MEXICAN	MEX								1	112	112	11	3	-2.0	1	1	1	-8.4507042253521	3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	4	Puebla, Puebla, Mexico	MX	MX21	19.05	-98.2	-1690063	4	Puebla, Puebla, Mexico	MX	MX21	19.05	-98.2	-1690063	20170319	https://www.sott.net/article/345666-Philadelphia-Cinco-de-Mayo-celebration-cancelled-over-fears-of-immigration-arrests
638438680	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								PRK	NORTH KOREAN	PRK								0	111	111	11	3	-2.0	1	1	1	-1.8465089440277	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://www.hongkongherald.com/index.php/sid/252469937
638438736	20170319	201703	2017	2017.2164	USABUS	UNITED STATES	USA					BUS			USA	UNITED STATES	USA								0	042	042	04	1	1.9	1	1	1	-1.92563081009296	1	Japan	JA	JA	36	138	JA	1	Canada	CA	CA	60	-95	CA	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://www.newyorkstatesman.com/index.php/sid/252469937
638438748	20170319	201703	2017	2017.2164	USACRM	NEW YORK	USA					CRM			COP	POLICE						COP			1	043	043	04	1	2.8	30	3	30	-4.56194748647579	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	Mexico	MX	MX	23	-102	MX	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170319	http://www.sfgate.com/news/article/Fighting-the-opioid-crisis-1-truck-stop-at-a-time-11012742.php
638441400	20170217	201702	2017	2017.1288	CHN	CHINA	CHN								USA	FLORIDA	USA								1	036	036	03	1	4.0	10	4	10	-1.89004250598158	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	Florida, United States	US	USFL	27.8333	-81.717	FL	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://wesa.fm/post/rex-tillerson-xi-jinping-meet-china-secretary-state-wraps-asia-tour
638441401	20170217	201702	2017	2017.1288	CHN	CHINA	CHN								USA	FLORIDA	USA								1	043	043	04	1	2.8	10	4	10	-1.89004250598158	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	Florida, United States	US	USFL	27.8333	-81.717	FL	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://wesa.fm/post/rex-tillerson-xi-jinping-meet-china-secretary-state-wraps-asia-tour
638441403	20170217	201702	2017	2017.1288	USA	FLORIDA	USA																		1	043	043	04	1	2.8	15	4	15	-1.89004250598158	2	Florida, United States	US	USFL	27.8333	-81.717	FL	0							4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://wesa.fm/post/rex-tillerson-xi-jinping-meet-china-secretary-state-wraps-asia-tour
638441404	20170217	201702	2017	2017.1288	USA	FLORIDA	USA								CHN	CHINA	CHN								1	036	036	03	1	4.0	10	4	10	-1.89004250598158	2	Florida, United States	US	USFL	27.8333	-81.717	FL	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://wesa.fm/post/rex-tillerson-xi-jinping-meet-china-secretary-state-wraps-asia-tour
638441428	20170312	201703	2017	2017.1973	USA	UNITED STATES	USA								GBR	UNITED KINGDOM	GBR								1	040	040	04	1	1.0	2	1	2	0.54585152838428	3	Baton Rouge, Louisiana, United States	US	USLA	30.4507	-91.1545	1629914	1	United Kingdom	UK	UK	54	-2	UK	3	Baton Rouge, Louisiana, United States	US	USLA	30.4507	-91.1545	1629914	20170319	http://www.theamericanconservative.com/dreher/scotland-benedict-option-catholic/
638441489	20170319	201703	2017	2017.2164											GBR	UNITED KINGDOM	GBR								1	040	040	04	1	1.0	2	1	2	0.54585152838428	0							1	United Kingdom	UK	UK	54	-2	UK	3	Baton Rouge, Louisiana, United States	US	USLA	30.4507	-91.1545	1629914	20170319	http://www.theamericanconservative.com/dreher/scotland-benedict-option-catholic/
638441490	20170319	201703	2017	2017.2164											GBR	UNITED KINGDOM	GBR								0	042	042	04	1	1.9	4	2	4	0.20964360587002	0							1	United Kingdom	UK	UK	54	-2	UK	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	20170319	http://www.irishmirror.ie/showbiz/celebrity-news/faryal-makhdoom-says-expected-fairy-10058219
638441561	20170319	201703	2017	2017.2164											USA	FLORIDA	USA								1	036	036	03	1	4.0	1	1	1	-1.90073917634635	0							2	Florida, United States	US	USFL	27.8333	-81.717	FL	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://wesa.fm/post/rex-tillerson-xi-jinping-meet-china-secretary-state-wraps-asia-tour
638441742	20170319	201703	2017	2017.2164	CHN	CHINA	CHN								CHNGOV	CHINA	CHN					GOV			0	043	043	04	1	2.8	2	1	2	-1.17395944503735	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	20170319	http://www.hawaiitelegraph.com/index.php/sid/252469809
638441748	20170319	201703	2017	2017.2164	CHN	CHINESE	CHN								GOV	SECRETARY OF STATE						GOV			1	040	040	04	1	1.0	2	1	2	-2.5028441410694	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170319	http://ktla.com/2017/03/19/chinese-leader-xi-jinping-rex-tillerson-pledge-cooperation-over-regional-hotspots/
